Datetime,CHWC_VLV,CHWC_VLV_DM,MA_TEMP,OA_CFM,OA_DMPR,OA_DMPR_DM,OA_TEMP,RA_CFM,RA_DMPR,RA_DMPR_DM,RA_TEMP,RF_CS,RF_SPD,RF_SPD_DM,RF_WAT,SA_CFM,SA_SP,SA_SPSPT,SA_TEMP,SA_TEMPSPT,SF_CS,SF_SPD,SF_SPD_DM,SF_WAT,SYS_CTL,ZONE_TEMP_1,ZONE_TEMP_2,ZONE_TEMP_3,ZONE_TEMP_4,ZONE_TEMP_5,Year,Month,Day,Hour,DayOfWeek,Operational_mode,label_detection,label_isolation,label_diagnosis,slope,label_detection_apar,label_detection_apar_control,Week,OA_fraction,deltaT,pred_MA_TEMP,dev_MA_TEMP,pred_SA_TEMP,dev_SA_TEMP,pred_CHWC_VLV_DM,dev_CHWC_VLV_DM,pred_OA_DMPR_DM,dev_OA_DMPR_DM,pred_SF_WAT,dev_SF_WAT,pred_RF_WAT,dev_RF_WAT,p_fault_MA_TEMP,p_fault_SA_TEMP,p_fault_CHWC_VLV_DM,p_fault_OA_DMPR_DM,p_fault_SF_WAT,p_fault_RF_WAT
2018-01-02 07:00:00,0.6504835386666666,0.650554426,17.420887777777775,607787.879438965,0.1,0.1,-0.6000061111111106,1019686.8537248428,0.9,0.9,17.713126,0.6663734213333333,0.6663734213333333,1.0,132.37304733333335,1019587.8670905492,400.095498599064,-400.25253,12.88114814814815,12.880003333333333,0.7403865580000001,0.9,1.0,577.153538,1.0,18.26571814814815,15.609362296296297,16.111155074074073,15.872560185185186,16.71021122222222,2018.0,1.0,2.0,7.0,1.0,Mechanical cooling mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Normal,Fault,1,0.01595785038021511,-4.540884444444442,17.386613386146628,0.03427439163114698,12.865106549018698,0.016041599129451356,0.47864089232683965,0.17191353367316037,0.10000000000000521,-5.204170427930421e-15,573.4870730469328,3.6664649530672477,131.39897141651008,0.9740759168232671,0.016087169878480356,0.14331431784291238,0.9999998261251031,0.0,0.10341655331806099,0.015067159533591834
2018-01-02 07:15:00,0.6548212486666666,0.6550135913333333,17.578919666666668,607787.879438965,0.1,0.1,-0.6000061111111106,1013741.5743412554,0.9,0.9,17.874791444444444,0.664691088,0.664691088,1.0,132.708446,1013730.2294798368,402.1165096192893,-400.25253,12.883703185185189,12.880003333333333,0.7385380633333334,0.9,1.0,574.9530746666667,1.0,18.38335477777777,16.04536496296296,16.34024462962963,16.072531666666666,16.662686703703702,2018.0,1.0,2.0,7.0,1.0,Mechanical cooling mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Normal,Fault,1,0.016014886056968176,-4.698916333333335,17.481894830776984,0.09702483588968391,12.865106549018698,0.018596636166490654,0.48353229601779424,0.17148129531553902,0.10000000000000521,-5.204170427930421e-15,573.7190070502852,1.2340676163814805,131.39897141651008,1.30947458348993,0.12187291267763989,0.187698096792543,0.9999998119878153,0.0,0.012290774207610933,0.027063767374711722
2018-01-02 07:30:00,0.6614066293333334,0.6616703546666667,17.757326222222222,607787.879438965,0.1,0.1,-0.6000061111111106,1012916.2152849308,0.9,0.9,18.05759377777777,0.6642659306666666,0.6642659306666666,1.0,132.52442066666666,1012916.9503902684,401.9538329798846,-400.25253,12.885074518518518,12.880003333333333,0.738071518,0.9,1.0,573.9575453333333,1.0,18.46590681481481,16.65876425925926,16.673233814814814,16.43855177777778,16.736873074074076,2018.0,1.0,2.0,7.0,1.0,Mechanical cooling mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Normal,Fault,1,0.01609357888172784,-4.877322888888889,17.66785753603758,0.08946868618464165,12.866024160536387,0.01905035798213106,0.49093986697289743,0.17073048769376925,0.10000000000000521,-5.204170427930421e-15,573.7190070502852,0.23853828304811486,132.2758276815424,0.24859298512424743,0.10462207860412631,0.1959958473256075,0.9999997847450275,0.0,0.000461955191360941,0.0009883285303842193
2018-01-02 09:45:00,-1.8516037446666671e-22,0.0,13.12463737037037,607787.879438965,0.6372547053333334,0.6372547053333334,0.520007296296296,609221.1354965284,0.3628489026666666,0.3627452946666666,24.18164496296296,0.563088098,0.563088098,1.0,121.53067386666666,609292.8065679257,413.01009548759,-400.25253,15.184093814814815,12.880003333333333,0.6256044246666667,0.9,1.0,396.8199246666666,1.0,23.224731074074075,24.52489333333333,23.674123,24.29148033333333,23.104039962962965,2018.0,1.0,2.0,9.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.4672968011917937,-0.2446340370370379,13.08550610573171,0.03913126463866057,13.130003238563033,2.0540905762517827,0.0,0.0,0.6232566004421467,0.013998104891186691,394.2800580367436,2.53986662992304,117.09272623230864,4.437947634358025,0.020918109392556672,1.0,0.0,0.8791365985186939,0.05103642641475825,0.27031281836469834
2018-01-02 10:00:00,-1.3333659393333336e-22,0.0,12.947002777777778,607787.879438965,0.6404575880000001,0.6404575880000001,0.7283365555555555,610689.624507295,0.3593623013333333,0.3595424073333333,23.9650792962963,0.56077812,0.56077812,1.0,119.837746,610740.3728270826,405.19717637137535,-400.25253,14.966887962962964,12.880003333333333,0.6230809766666667,0.9,1.0,391.780168,1.0,22.75307911111112,24.17882074074074,23.792135185185188,24.246860703703703,23.40610903703704,2018.0,1.0,2.0,10.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.4741661359963606,-0.06699944444444483,13.0628574041606,-0.11585462638282173,13.110631351409916,1.8562566115530483,0.0,0.0,0.6232566004421467,0.017200987557853376,384.5022268322903,7.277941167709685,116.97857261701466,2.8591733829853325,0.1691479912481887,1.0,0.0,0.9588572958139618,0.3495763373999117,0.12260981275212568
2018-01-02 10:15:00,5.711458780000002e-23,0.0,12.896418851851852,607787.879438965,0.6411851726666666,0.6411851726666666,1.0033388888888886,612330.8632723786,0.3585859326666666,0.3588148206666666,23.68612751851852,0.5604952986666666,0.5604952986666666,1.0,119.55583773333332,612338.6957121459,402.5974338614826,-400.25253,14.904548592592594,12.880003333333333,0.6227685773333334,0.9,1.0,391.0991066666666,1.0,22.451871296296297,23.66535744444445,23.7104815925926,23.95643848148148,23.466350444444444,2018.0,1.0,2.0,10.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.4756782264669388,-0.01641551851851908,12.999434658758007,-0.1030158069061553,13.142297555880951,1.7622510367116426,0.0,0.0,0.6234313942063628,0.017753778460303793,384.31830357020436,6.78080309646225,118.39413122512335,1.1617065082099742,0.13628218686963123,1.0,0.0,0.9665961679969083,0.3115935818040658,0.021362423533159203
2018-01-02 10:30:00,6.097772017333333e-23,0.0,12.883310703703703,607787.879438965,0.6414225713333332,0.6414225713333332,1.2783387777777782,610568.5597940509,0.3583505013333333,0.35857742,23.430855703703703,0.5596091533333334,0.5596091533333334,1.0,119.03070206666666,610548.8773203219,402.440839973016,-400.25253,14.888587703703704,12.880003333333333,0.6217755746666668,0.9,1.0,389.2865693333333,1.0,22.274764333333334,23.14376677777778,23.51640611111112,23.5632305925926,23.372563592592595,2018.0,1.0,2.0,10.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.47613302972610805,-0.0033073703703703217,12.95984648095575,-0.07653577725204741,13.166039291751991,1.7225484119517134,0.0,0.0,0.6250049657485481,0.01641760558478511,384.31830357020436,4.968265763128954,118.4369880311157,0.5937140355509598,0.07768617818905421,1.0,0.0,0.9453441351555776,0.18163290293772127,0.005624303560981536
2018-01-02 10:45:00,8.29125926e-23,0.0,12.88149562962963,607787.879438965,0.6418336746666667,0.6418336746666667,1.5533405925925925,608362.7861812508,0.3579530006666667,0.3581663433333333,23.20973637037037,0.5585693613333333,0.5585693613333333,1.0,118.4232586,608358.3834779428,402.3704009532813,-400.25253,14.88615874074074,12.880003333333333,0.6206260513333334,0.9,1.0,387.16885,1.0,22.16329496296296,22.67610607407408,23.26955185185185,23.154881703703705,23.193324740740746,2018.0,1.0,2.0,10.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.4769141110423754,-0.001492296296296658,12.915248503366998,-0.03375287373736846,13.187858378102483,1.698300362638257,0.0,0.0,0.6250049657485481,0.016828708918118607,384.31830357020436,2.8505464297956564,118.40170743815348,0.021551161846517175,0.01560514186483275,1.0,0.0,0.9528344293269343,0.0638543857502285,7.431526965029356e-06
2018-01-02 11:00:00,-1.3409219856666667e-22,0.0,12.876094481481482,607787.879438965,0.641453936,0.641453936,1.700011111111112,607782.0812814569,0.3584663113333333,0.3585460686666666,23.01591148148148,0.5581553946666666,0.5581553946666666,1.0,118.16674866666668,607782.131119107,402.01566182664266,-400.25253,14.880655555555556,12.880003333333333,0.6201704046666666,0.9,1.0,386.3141733333333,1.0,22.083213333333333,22.25764111111112,23.00548262962963,22.75747703703704,22.97317555555556,2018.0,1.0,2.0,11.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.4756926436987197,0.0039088518518504145,12.906678683472041,-0.030584201990558668,13.22373365558898,1.6569218999665765,0.0,0.0,0.6250049657485481,0.016448970251451867,384.31830357020436,1.995869763128951,118.40170743815348,-0.23495877148680222,0.012830695914819334,1.0,0.0,0.9459483627748908,0.03183046943530421,0.0008829372152007187
2018-01-02 11:15:00,-3.413328833333333e-25,0.0,12.86827525925926,607787.879438965,0.6393750113333333,0.6393750113333333,1.700011111111112,607729.4640497941,0.3605525453333333,0.3606249806666666,22.83983959259259,0.5580074026666666,0.5580074026666666,1.0,118.06723886666668,607729.3881606453,401.804841284646,-400.25253,14.871996333333334,12.880003333333333,0.6200073886666666,0.9,1.0,386.00210933333335,1.0,22.016490666666662,21.886760962962963,22.741883814814813,22.38223951851852,22.73787074074074,2018.0,1.0,2.0,11.0,1.0,Economizing mode,Fault,Fault SAT bias,Fault SAT bias +2,steady,Fault,Fault,1,0.47169561200879356,0.011728074074072836,12.89488879118079,-0.026613531921530154,13.22373365558898,1.6482626777443539,0.0,0.0,0.6250049657485481,0.014370045584785163,384.31830357020436,1.683805763128987,118.40170743815348,-0.334468571486795,0.009730619731886603,1.0,0.0,0.892135482705617,0.02276030775137683,0.0017883820145182527
